Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,2 in 1 Convertible,8,1.38,10959.350991490268,1,1,158.48253022174808,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.2,10868.202667404224,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
HP,Notebook,8,2.04,10301.710499387234,1,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Asus,Gaming,16,3.6,11981.595204981144,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,4,1.49,10490.273717104665,0,1,165.6321180513006,Intel Core i5,500,0,Intel,Windows
Apple,Ultrabook,8,1.37,11596.266113070396,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Dell,2 in 1 Convertible,8,2.08,10683.645110085203,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,4.3,11470.547260182666,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Asus,Notebook,4,1.68,10126.163794678414,0,0,100.45466986113652,AMD Processor,1000,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.37,11497.96125761926,1,1,158.48253022174808,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,3.0,10529.494430257944,0,1,127.33567457123112,Intel Core i3,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.41,10830.96982484206,0,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.91,10075.655737865563,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows
HP,Notebook,16,2.9,10940.641371833539,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
MSI,Gaming,16,4.14,11799.206957067088,0,0,127.33567457123112,Intel Core i7,1000,512,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,2.0,11413.356147904065,1,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.8,11016.097416448089,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Windows
Lenovo,Notebook,4,2.2,10071.38558866436,0,0,141.21199808219862,Intel Core i3,0,256,Intel,Others
HP,Notebook,4,2.1,10557.58616512496,0,1,141.21199808219862,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.18,10463.245044716745,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.24,10312.386757378574,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,10658.921971998408,1,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,11288.114524334733,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,4,2.2,10121.890283901032,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others
HP,Notebook,8,2.5,10901.156223342601,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,10755.482933704385,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Apple,Ultrabook,8,1.37,11555.699396421489,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac
Asus,Gaming,16,3.2,11320.925866649002,0,0,127.33567457123112,AMD Processor,1000,256,AMD,Windows
Dell,Notebook,8,2.14,10575.52675900535,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others
Lenovo,2 in 1 Convertible,16,1.36,11799.206957067088,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,8,2.2,10675.061366393813,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia,Windows
Dell,Notebook,12,2.3,10545.140618545505,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Dell,Notebook,8,2.8,10977.716980635756,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Others
Acer,Notebook,8,2.2,10588.945244611692,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.8,10167.923515707005,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,2.8,10719.620212543481,0,0,127.33567457123112,Intel Core i7,2000,0,Nvidia,Others
Lenovo,Notebook,6,2.8,10731.32994821639,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.25,10034.684221813932,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others
Lenovo,Gaming,8,2.5,10695.781181367427,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.2,10336.863503805129,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,8,3.0,10833.075088777523,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,12,2.15,10466.28456073464,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows
Lenovo,Notebook,8,1.95,10975.895486507363,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Ultrabook,8,1.7,10860.047678274916,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Gaming,16,2.5,11047.982926769504,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.2,10466.299735126338,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others
Acer,Notebook,2,2.19,9268.865850956627,0,0,100.45466986113652,Other Intel Processor,0,16,Intel,Others
Asus,Gaming,8,3.0,11054.745420841798,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
HP,Notebook,8,2.54,10167.923515707005,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.0,11487.085674623,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.05,10580.858947180335,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,3.2,11144.911042902733,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows
Acer,Notebook,8,2.5,10862.092668762643,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others
Dell,Workstation,16,3.42,11942.792677133784,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,10188.167121983652,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows
Asus,Ultrabook,16,1.63,11267.217235406595,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,4,1.3,10208.009042782656,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows
Asus,Gaming,16,2.9,11635.675345406062,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.8,10450.993742936223,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,8,2.2,10283.659467741663,0,0,100.45466986113652,Intel Core i5,2000,0,Nvidia,Others
Asus,Gaming,8,2.5,11118.388427393753,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.2,9861.637279518702,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others
HP,2 in 1 Convertible,16,1.28,11563.884703567355,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,2.2,10925.417481232904,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,10683.645110085203,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,10126.163794678414,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,8,1.1,10882.315804880689,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.21,11799.206957067088,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
MSI,Gaming,16,2.8,11624.777346052768,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,8,2.23,10126.163794678414,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,9592.332123898703,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,10713.71352082809,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows
HP,2 in 1 Convertible,16,1.29,11778.9960831843,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,1.45,10106.570100778012,0,0,117.82653006268644,Other Intel Processor,0,0,Intel,Others
HP,Notebook,8,1.95,10863.113597896752,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,1.4,10159.709917169615,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,11139.50771057468,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,2.79,10353.987209883719,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,10973.15700921406,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.1,10780.175546294757,0,1,100.45466986113652,Intel Core i7,1000,0,Intel,Windows
Acer,Notebook,8,2.2,10466.28456073464,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,4,1.44,9652.314828500415,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,10283.659467741663,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Asus,Ultrabook,8,1.7,10932.01122675303,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Ultrabook,8,1.26,11172.247597066484,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,32,2.06,11853.716362735458,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows
MSI,Gaming,8,2.7,11064.804181259648,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,2.0,10824.62730886559,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,2.0,11171.498252707703,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows
Lenovo,Notebook,4,1.85,10082.583913974388,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows
Asus,Gaming,8,2.5,10882.315804880689,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.48,11120.757161229305,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.9,10931.153634628432,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.84,11017.847198171878,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.0,9592.295759601167,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others
Dell,Notebook,8,2.0,11016.753943443988,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.2,9591.968421403331,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others
Lenovo,Notebook,12,2.2,10776.844060703754,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows
HP,Notebook,8,2.1,10549.24119319278,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,11624.777346052768,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.2,11340.108040487776,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Gaming,16,2.4,11004.648590381796,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows
HP,Notebook,2,1.44,9606.772808053502,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,11358.282600039753,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,9902.487052202543,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,10472.336016417996,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Dell,Notebook,16,2.06,11590.080353983309,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,8,1.84,11148.752768718732,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,8,2.7,11226.196538130815,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
HP,Workstation,8,2.6,11436.206670969892,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,16,2.4,11221.929106334594,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,8,2.02,10853.784502608232,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows
Lenovo,Notebook,4,2.2,9750.081515393676,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others
Dell,Gaming,8,2.65,10882.315804880689,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.36,10298.790318518324,1,0,100.45466986113652,Intel Core i5,2000,0,Intel,Windows
Dell,Notebook,8,1.36,11238.89064370897,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.86,10060.060439307303,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows
Asus,Notebook,8,2.0,10826.745953725876,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,6,2.8,10553.42238395318,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,8,1.86,10435.465480609668,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,2.2,10188.167121983652,0,0,100.45466986113652,Intel Core i3,0,256,Nvidia,Others
HP,Notebook,8,2.04,9939.14036985058,0,0,100.45466986113652,Other Intel Processor,2000,0,Intel,Windows
Dell,Notebook,8,2.8,10964.896292206693,0,0,127.33567457123112,Intel Core i5,1000,128,AMD,Windows
Lenovo,Gaming,8,2.4,10671.359943290623,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others
Dell,Notebook,8,2.33,10776.844060703754,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.36,11442.932093149691,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,10977.716980635756,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows
Acer,Notebook,4,2.1,10030.000372501505,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows
Asus,Gaming,16,3.25,11671.319016786894,0,1,127.33567457123112,AMD Processor,1000,256,AMD,Windows
Lenovo,Notebook,4,2.6,10167.923515707005,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,10742.915658911177,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.91,10167.903065600154,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Netbook,4,1.59,10290.919027754468,0,1,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Dell,Notebook,4,1.8,9708.90230312988,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Asus,Notebook,4,1.5,9631.552837051986,0,0,111.93520355955212,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,10716.080385838357,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others
HP,Gaming,8,3.35,11058.109595587433,0,1,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.85,9975.737513942135,0,0,141.21199808219862,Intel Core i3,0,128,Intel,Others
Asus,Gaming,8,2.3,11387.117314043297,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,8,1.5,10977.716980635756,0,1,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,11442.303324087281,1,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Lenovo,Ultrabook,8,1.13,11708.368556654154,0,1,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,1.5,10283.659467741663,0,1,165.6321180513006,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,2.23,11197.396851520583,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Dell,Workstation,8,2.0,11641.78295189486,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,11803.200572598556,1,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,3.0,10921.575017331363,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Asus,Gaming,16,3.0,11347.679054569919,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,12,2.2,10518.018577413224,0,1,100.45466986113652,Intel Core i5,1000,0,Nvidia,Windows
MSI,Gaming,8,2.7,11182.67988243989,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.33,10633.405177560588,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others
HP,Ultrabook,4,1.91,10188.167121983652,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows
Lenovo,Notebook,8,2.1,11089.972687023019,0,1,141.21199808219862,Intel Core i7,0,256,AMD,Windows
Lenovo,Notebook,8,1.9,10819.310975238359,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,1.78,11881.00267529242,1,0,282.42399616439724,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,11848.39720125786,0,1,209.8006828649808,Intel Core i7,0,1000,Intel,Windows
Lenovo,Notebook,4,2.2,9699.146128184515,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Windows
Asus,Gaming,16,2.9,11307.930232161196,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,8,2.1,11018.284165624755,0,1,141.21199808219862,Intel Core i5,1000,256,AMD,Windows
Acer,Notebook,8,2.5,10754.345923917312,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others
MSI,Gaming,16,2.8,11693.80197819145,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,11510.857728676225,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Toshiba,Ultrabook,16,1.2,11441.216336366191,0,0,165.6321180513006,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.36,11402.110098629435,0,0,157.3505121487356,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,9989.276182274936,0,0,141.21199808219862,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,2,1.15,9694.067896286717,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,11538.242272954021,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,11547.549475609572,0,1,209.8006828649808,Intel Core i7,0,512,Nvidia,Windows
HP,Notebook,4,2.1,10126.163794678414,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,10646.34002126892,1,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,10808.592759018331,1,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.3,10370.65566550255,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Others
Dell,Notebook,4,1.65,10510.802297245793,0,0,117.82653006268644,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.43,11288.781413322436,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.14,10267.037568910904,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows
Lenovo,Ultrabook,8,1.75,11078.373090310093,0,1,157.3505121487356,Intel Core i7,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,11524.64373704442,1,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Chuwi,Notebook,6,1.4,10082.583913974388,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,11238.89064370897,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,8,2.3,10367.478139624736,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Others
Dell,Gaming,16,4.42,11912.57851574759,0,1,169.78089942830815,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,11030.873869571886,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.02,11016.447617817454,0,0,141.21199808219862,Intel Core i7,2000,256,AMD,Windows
Dell,Ultrabook,8,1.6,10977.716980635756,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Others
HP,Gaming,12,3.35,11575.963360732532,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,9676.00459962282,1,1,189.90579052433608,Other Intel Processor,0,32,Intel,Windows
Samsung,Netbook,4,1.15,9570.272405833974,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others
Lenovo,Notebook,8,1.4,10893.26663606744,0,1,165.6321180513006,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.7,10370.822624347584,0,1,157.3505121487356,Intel Core i3,0,128,Intel,Windows
Lenovo,Workstation,16,2.3,11777.361428141106,0,1,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,16,2.5,11778.9960831843,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Asus,Gaming,8,3.2,11410.999046046683,0,0,127.33567457123112,AMD Processor,1000,256,AMD,Windows
HP,Notebook,4,2.1,9824.885806178992,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Google,Ultrabook,16,1.1,11671.319016786894,1,0,234.50740003017813,Intel Core i7,0,512,Intel,Others
Lenovo,Ultrabook,24,1.32,11751.25677614738,0,0,209.8006828649808,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.0,10301.710499387234,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Others
Lenovo,Notebook,8,2.8,10227.464909398024,0,0,106.11306214269258,AMD Processor,1000,0,AMD,Windows
Dell,Notebook,4,2.2,10594.300009749353,0,0,141.21199808219862,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.36,11240.291204162,0,1,176.23257360658386,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,9830.63294843456,0,0,141.21199808219862,Other Intel Processor,0,128,Intel,Windows
HP,Gaming,8,2.2,10977.716980635756,0,1,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,11047.982926769504,0,0,157.3505121487356,Intel Core i5,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,10066.418317218153,0,0,100.45466986113652,Intel Core i5,500,0,Intel,Others
Dell,Workstation,8,2.23,11572.957346444928,0,0,141.21199808219862,Other Intel Processor,1000,0,Nvidia,Windows
MSI,Gaming,8,2.2,10910.678521970081,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,11834.58800598367,1,0,200.84255993695703,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.91,10353.987209883719,0,0,100.45466986113652,Intel Core i5,0,128,Intel,Windows
Dell,Workstation,16,2.17,11563.884703567355,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
HP,Workstation,8,2.31,11311.195008159337,0,1,141.21199808219862,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.65,11179.710318268071,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.36,10862.092668762643,0,0,141.21199808219862,Intel Core i7,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,10147.26162364305,1,0,135.0942111925629,Other Intel Processor,500,0,Intel,Windows
Dell,Notebook,8,4.42,11599.202972743706,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,10872.255357854843,1,0,200.84255993695703,Other Intel Processor,0,128,Intel,Windows
Microsoft,Ultrabook,8,1.25,11470.547260182666,1,0,200.84255993695703,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.5,10436.872940377547,0,0,106.11306214269258,Intel Core i3,0,256,Intel,Windows
Acer,Notebook,4,2.23,10274.510273088075,0,0,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows
Acer,Netbook,4,1.4,10050.907057320816,0,0,135.0942111925629,Other Intel Processor,0,128,Intel,Windows
Asus,Notebook,8,2.37,10594.300009749353,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,8,1.5,10658.921971998408,0,1,157.3505121487356,Intel Core i7,0,512,AMD,Others
Lenovo,Notebook,8,2.67,11620.48037119099,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,4,2.0,9692.588727638356,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Windows
Acer,Notebook,4,2.2,10126.163794678414,0,0,100.45466986113652,Intel Core i3,500,0,Nvidia,Windows
Dell,Notebook,8,2.02,10607.562803627763,0,0,141.21199808219862,Intel Core i5,2000,0,AMD,Windows
HP,Gaming,12,3.78,11413.356147904065,0,1,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,11502.816945605919,0,1,209.8006828649808,Intel Core i7,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.29,11575.963360732532,1,1,331.2642361026012,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,1.9,11026.550473300178,0,0,141.21199808219862,Intel Core i5,500,0,AMD,Windows
Google,Ultrabook,8,1.1,11126.262483824661,1,0,234.50740003017813,Intel Core i5,0,128,Intel,Others
Dell,Ultrabook,8,1.42,11494.086806506764,1,0,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,12,2.06,11144.911042902733,0,1,282.42399616439724,Intel Core i7,1000,128,Intel,Windows
Dell,Notebook,8,1.79,10582.21121243035,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows
Dell,Workstation,8,1.78,11762.112832660843,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,1.7,11193.737864635541,0,0,157.3505121487356,Intel Core i5,0,180,Intel,Windows
Dell,Notebook,8,2.2,10490.273717104665,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows
Toshiba,Notebook,8,1.05,11397.33681987678,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.16,11116.014069333292,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
Dell,Notebook,4,2.18,10349.904182775485,0,0,100.45466986113652,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,4,1.49,10563.111041056929,0,1,165.6321180513006,Intel Core i5,0,128,Intel,Windows
Chuwi,Notebook,4,1.89,9492.61223560568,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,10312.386757378574,0,0,100.45466986113652,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,8,1.75,10931.153634628432,0,1,157.3505121487356,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,16,2.17,11732.61216826415,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows
